"Contig_Name","SNP_Position","goTerm","CC","BP","MF","keywords"
"AgU002399_v1.1",715,"GO:0072562 // GO:0070062 // GO:0005576 // GO:0005615 // GO:0031093 // GO:0004867 // GO:0007568 // GO:0008015 // GO:0007596 // GO:0007597 // GO:0006958 // GO:0042730 // GO:0045087 // GO:0001869 // GO:0010951 // GO:0030168 // GO:0002576","aging (GO:0007568);blood circulation (GO:0008015);blood coagulation (GO:0007596);blood coagulation, intrinsic pathway (GO:0007597);complement activation, classical pathway (GO:0006958);fibrinolysis (GO:0042730);innate immune response (GO:0045087);negative regulation of complement activation, lectin pathway (GO:0001869);negative regulation of endopeptidase activity (GO:0010951);platelet activation (GO:0030168);platelet degranulation (GO:0002576);","serine-type endopeptidase inhibitor activity (GO:0004867);","blood microparticle (GO:0072562);extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);platelet alpha granule lumen (GO:0031093);","3D-structure;Alternative splicing;Blood coagulation;Complement pathway;Complete proteome;Direct protein sequencing;Disease mutation;Disulfide bond;Fibrinolysis;Glycoprotein;Hemostasis;Immunity;Innate immunity;Polymorphism;Protease inhibitor;Reference proteome;Repeat;Secreted;Serine protease inhibitor;Signal.;"
"AgU002451_v1.1",560,"GO:0005615 // GO:0016020 // GO:0005634 // GO:0046872 // GO:0005044 // GO:0004252 // GO:0006958 // GO:0045087","complement activation, classical pathway (GO:0006958);innate immune response (GO:0045087);","metal ion binding (GO:0046872);scavenger receptor activity (GO:0005044);serine-type endopeptidase activity (GO:0004252);","extracellular space (GO:0005615);membrane (GO:0016020);nucleus (GO:0005634);","Calcium;Cleavage on pair of basic residues;Complement pathway;Complete proteome;Disulfide bond;Glycoprotein;Hydrolase;Immunity;Innate immunity;Metal-binding;Protease;Reference proteome;Repeat;Secreted;Serine protease;Signal.;"
"AgU002451_v1.1",738,"GO:0005615 // GO:0016020 // GO:0005634 // GO:0046872 // GO:0005044 // GO:0004252 // GO:0006958 // GO:0045087","complement activation, classical pathway (GO:0006958);innate immune response (GO:0045087);","metal ion binding (GO:0046872);scavenger receptor activity (GO:0005044);serine-type endopeptidase activity (GO:0004252);","extracellular space (GO:0005615);membrane (GO:0016020);nucleus (GO:0005634);","Calcium;Cleavage on pair of basic residues;Complement pathway;Complete proteome;Disulfide bond;Glycoprotein;Hydrolase;Immunity;Innate immunity;Metal-binding;Protease;Reference proteome;Repeat;Secreted;Serine protease;Signal.;"
"AgU002451_v1.1",821,"GO:0005615 // GO:0016020 // GO:0005634 // GO:0046872 // GO:0005044 // GO:0004252 // GO:0006958 // GO:0045087","complement activation, classical pathway (GO:0006958);innate immune response (GO:0045087);","metal ion binding (GO:0046872);scavenger receptor activity (GO:0005044);serine-type endopeptidase activity (GO:0004252);","extracellular space (GO:0005615);membrane (GO:0016020);nucleus (GO:0005634);","Calcium;Cleavage on pair of basic residues;Complement pathway;Complete proteome;Disulfide bond;Glycoprotein;Hydrolase;Immunity;Innate immunity;Metal-binding;Protease;Reference proteome;Repeat;Secreted;Serine protease;Signal.;"
"AgU002491_v1.1",1202,"GO:0046696 // GO:0005886 // GO:0001875 // GO:0004888 // GO:0050829 // GO:0032497 // GO:0006954 // GO:0045087 // GO:0042116 // GO:0002755 // GO:0050707 // GO:0034142","defense response to Gram-negative bacterium (GO:0050829);detection of lipopolysaccharide (GO:0032497);inflammatory response (GO:0006954);innate immune response (GO:0045087);macrophage activation (GO:0042116);MyD88-dependent toll-like receptor signaling pathway (GO:0002755);regulation of cytokine secretion (GO:0050707);toll-like receptor 4 signaling pathway (GO:0034142);","lipopolysaccharide receptor activity (GO:0001875);transmembrane signaling receptor activity (GO:0004888);","lipopolysaccharide receptor complex (GO:0046696);plasma membrane (GO:0005886);","Cell membrane;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Inflammatory response;Innate immunity;Leucine-rich repeat;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU002491_v1.1",342,"GO:0046696 // GO:0005886 // GO:0001875 // GO:0004888 // GO:0050829 // GO:0032497 // GO:0006954 // GO:0045087 // GO:0042116 // GO:0002755 // GO:0050707 // GO:0034142","defense response to Gram-negative bacterium (GO:0050829);detection of lipopolysaccharide (GO:0032497);inflammatory response (GO:0006954);innate immune response (GO:0045087);macrophage activation (GO:0042116);MyD88-dependent toll-like receptor signaling pathway (GO:0002755);regulation of cytokine secretion (GO:0050707);toll-like receptor 4 signaling pathway (GO:0034142);","lipopolysaccharide receptor activity (GO:0001875);transmembrane signaling receptor activity (GO:0004888);","lipopolysaccharide receptor complex (GO:0046696);plasma membrane (GO:0005886);","Cell membrane;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Inflammatory response;Innate immunity;Leucine-rich repeat;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU002491_v1.1",978,"GO:0046696 // GO:0005886 // GO:0001875 // GO:0004888 // GO:0050829 // GO:0032497 // GO:0006954 // GO:0045087 // GO:0042116 // GO:0002755 // GO:0050707 // GO:0034142","defense response to Gram-negative bacterium (GO:0050829);detection of lipopolysaccharide (GO:0032497);inflammatory response (GO:0006954);innate immune response (GO:0045087);macrophage activation (GO:0042116);MyD88-dependent toll-like receptor signaling pathway (GO:0002755);regulation of cytokine secretion (GO:0050707);toll-like receptor 4 signaling pathway (GO:0034142);","lipopolysaccharide receptor activity (GO:0001875);transmembrane signaling receptor activity (GO:0004888);","lipopolysaccharide receptor complex (GO:0046696);plasma membrane (GO:0005886);","Cell membrane;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Inflammatory response;Innate immunity;Leucine-rich repeat;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU002513_v1.1",1134,"GO:0005856 // GO:0005829 // GO:0012505 // GO:0031234 // GO:0005524 // GO:0051427 // GO:0004715 // GO:0019903 // GO:0004713 // GO:0000186 // GO:0002250 // GO:0007411 // GO:0030183 // GO:0016477 // GO:0007167 // GO:0007173 // GO:0030218 // GO:0038095 // GO:0008543 // GO:0045087 // GO:0008286 // GO:0035771 // GO:0035556 // GO:0060397 // GO:0000165 // GO:0002731 // GO:0045221 // GO:0032693 // GO:0032695 // GO:0050868 // GO:0045626 // GO:0070244 // GO:0048011 // GO:0038083 // GO:0018108 // GO:0042104 // GO:0051928 // GO:0007204 // GO:0050778 // GO:0042102 // GO:0006468 // GO:0007265 // GO:0042981 // GO:0070232 // GO:0070672 // GO:0070669 // GO:0070670 // GO:0071104 // GO:0007264 // GO:0007262 // GO:0043029 // GO:0007169 // GO:0007260 // GO:0042506 // GO:0048010","activation of MAPKK activity (GO:0000186);adaptive immune response (GO:0002250);axon guidance (GO:0007411);B cell differentiation (GO:0030183);cell migration (GO:0016477);enzyme linked receptor protein signaling pathway (GO:0007167);epidermal growth factor receptor signaling pathway (GO:0007173);erythrocyte differentiation (GO:0030218);Fc-epsilon receptor signaling pathway (GO:0038095);fibroblast growth factor receptor signaling pathway (GO:0008543);innate immune response (GO:0045087);insulin receptor signaling pathway (GO:0008286);interleukin-4-mediated signaling pathway (GO:0035771);intracellular signal transduction (GO:0035556);JAK-STAT cascade involved in growth hormone signaling pathway (GO:0060397);MAPK cascade (GO:0000165);negative regulation of dendritic cell cytokine production (GO:0002731);negative regulation of FasL biosynthetic process (GO:0045221);negative regulation of interleukin-10 production (GO:0032693);negative regulation of interleukin-12 production (GO:0032695);negative regulation of T cell activation (GO:0050868);negative regulation of T-helper 1 cell differentiation (GO:0045626);negative regulation of thymocyte apoptotic process (GO:0070244);neurotrophin TRK receptor signaling pathway (GO:0048011);peptidyl-tyrosine autophosphorylation (GO:0038083);peptidyl-tyrosine phosphorylation (GO:0018108);positive regulation of activated T cell proliferation (GO:0042104);positive regulation of calcium ion transport (GO:0051928);positive regulation of cytosolic calcium ion concentration (GO:0007204);positive regulation of immune response (GO:0050778);positive regulation of T cell proliferation (GO:0042102);protein phosphorylation (GO:0006468);Ras protein signal transduction (GO:0007265);regulation of apoptotic process (GO:0042981);regulation of T cell apoptotic process (GO:0070232);response to interleukin-15 (GO:0070672);response to interleukin-2 (GO:0070669);response to interleukin-4 (GO:0070670);response to interleukin-9 (GO:0071104);small GTPase mediated signal transduction (GO:0007264);STAT protein import into nucleus (GO:0007262);T cell homeostasis (GO:0043029);transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169);tyrosine phosphorylation of STAT protein (GO:0007260);tyrosine phosphorylation of Stat5 protein (GO:0042506);vascular endothelial growth factor receptor signaling pathway (GO:0048010);","ATP binding (GO:0005524);hormone receptor binding (GO:0051427);non-membrane spanning protein tyrosine kinase activity (GO:0004715);protein phosphatase binding (GO:0019903);protein tyrosine kinase activity (GO:0004713);","cytoskeleton (GO:0005856);cytosol (GO:0005829);endomembrane system (GO:0012505);extrinsic component of cytoplasmic side of plasma membrane (GO:0031234);","3D-structure;Adaptive immunity;Alternative splicing;ATP-binding;Complete proteome;Cytoplasm;Disease mutation;Immunity;Innate immunity;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;Repeat;SCID;SH2 domain;Transferase;Tyrosine-protein kinase.;"
"AgU002513_v1.1",1364,"GO:0005856 // GO:0005829 // GO:0012505 // GO:0031234 // GO:0005524 // GO:0051427 // GO:0004715 // GO:0019903 // GO:0004713 // GO:0000186 // GO:0002250 // GO:0007411 // GO:0030183 // GO:0016477 // GO:0007167 // GO:0007173 // GO:0030218 // GO:0038095 // GO:0008543 // GO:0045087 // GO:0008286 // GO:0035771 // GO:0035556 // GO:0060397 // GO:0000165 // GO:0002731 // GO:0045221 // GO:0032693 // GO:0032695 // GO:0050868 // GO:0045626 // GO:0070244 // GO:0048011 // GO:0038083 // GO:0018108 // GO:0042104 // GO:0051928 // GO:0007204 // GO:0050778 // GO:0042102 // GO:0006468 // GO:0007265 // GO:0042981 // GO:0070232 // GO:0070672 // GO:0070669 // GO:0070670 // GO:0071104 // GO:0007264 // GO:0007262 // GO:0043029 // GO:0007169 // GO:0007260 // GO:0042506 // GO:0048010","activation of MAPKK activity (GO:0000186);adaptive immune response (GO:0002250);axon guidance (GO:0007411);B cell differentiation (GO:0030183);cell migration (GO:0016477);enzyme linked receptor protein signaling pathway (GO:0007167);epidermal growth factor receptor signaling pathway (GO:0007173);erythrocyte differentiation (GO:0030218);Fc-epsilon receptor signaling pathway (GO:0038095);fibroblast growth factor receptor signaling pathway (GO:0008543);innate immune response (GO:0045087);insulin receptor signaling pathway (GO:0008286);interleukin-4-mediated signaling pathway (GO:0035771);intracellular signal transduction (GO:0035556);JAK-STAT cascade involved in growth hormone signaling pathway (GO:0060397);MAPK cascade (GO:0000165);negative regulation of dendritic cell cytokine production (GO:0002731);negative regulation of FasL biosynthetic process (GO:0045221);negative regulation of interleukin-10 production (GO:0032693);negative regulation of interleukin-12 production (GO:0032695);negative regulation of T cell activation (GO:0050868);negative regulation of T-helper 1 cell differentiation (GO:0045626);negative regulation of thymocyte apoptotic process (GO:0070244);neurotrophin TRK receptor signaling pathway (GO:0048011);peptidyl-tyrosine autophosphorylation (GO:0038083);peptidyl-tyrosine phosphorylation (GO:0018108);positive regulation of activated T cell proliferation (GO:0042104);positive regulation of calcium ion transport (GO:0051928);positive regulation of cytosolic calcium ion concentration (GO:0007204);positive regulation of immune response (GO:0050778);positive regulation of T cell proliferation (GO:0042102);protein phosphorylation (GO:0006468);Ras protein signal transduction (GO:0007265);regulation of apoptotic process (GO:0042981);regulation of T cell apoptotic process (GO:0070232);response to interleukin-15 (GO:0070672);response to interleukin-2 (GO:0070669);response to interleukin-4 (GO:0070670);response to interleukin-9 (GO:0071104);small GTPase mediated signal transduction (GO:0007264);STAT protein import into nucleus (GO:0007262);T cell homeostasis (GO:0043029);transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169);tyrosine phosphorylation of STAT protein (GO:0007260);tyrosine phosphorylation of Stat5 protein (GO:0042506);vascular endothelial growth factor receptor signaling pathway (GO:0048010);","ATP binding (GO:0005524);hormone receptor binding (GO:0051427);non-membrane spanning protein tyrosine kinase activity (GO:0004715);protein phosphatase binding (GO:0019903);protein tyrosine kinase activity (GO:0004713);","cytoskeleton (GO:0005856);cytosol (GO:0005829);endomembrane system (GO:0012505);extrinsic component of cytoplasmic side of plasma membrane (GO:0031234);","3D-structure;Adaptive immunity;Alternative splicing;ATP-binding;Complete proteome;Cytoplasm;Disease mutation;Immunity;Innate immunity;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;Repeat;SCID;SH2 domain;Transferase;Tyrosine-protein kinase.;"
"AgU002513_v1.1",694,"GO:0005856 // GO:0005829 // GO:0012505 // GO:0031234 // GO:0005524 // GO:0051427 // GO:0004715 // GO:0019903 // GO:0004713 // GO:0000186 // GO:0002250 // GO:0007411 // GO:0030183 // GO:0016477 // GO:0007167 // GO:0007173 // GO:0030218 // GO:0038095 // GO:0008543 // GO:0045087 // GO:0008286 // GO:0035771 // GO:0035556 // GO:0060397 // GO:0000165 // GO:0002731 // GO:0045221 // GO:0032693 // GO:0032695 // GO:0050868 // GO:0045626 // GO:0070244 // GO:0048011 // GO:0038083 // GO:0018108 // GO:0042104 // GO:0051928 // GO:0007204 // GO:0050778 // GO:0042102 // GO:0006468 // GO:0007265 // GO:0042981 // GO:0070232 // GO:0070672 // GO:0070669 // GO:0070670 // GO:0071104 // GO:0007264 // GO:0007262 // GO:0043029 // GO:0007169 // GO:0007260 // GO:0042506 // GO:0048010","activation of MAPKK activity (GO:0000186);adaptive immune response (GO:0002250);axon guidance (GO:0007411);B cell differentiation (GO:0030183);cell migration (GO:0016477);enzyme linked receptor protein signaling pathway (GO:0007167);epidermal growth factor receptor signaling pathway (GO:0007173);erythrocyte differentiation (GO:0030218);Fc-epsilon receptor signaling pathway (GO:0038095);fibroblast growth factor receptor signaling pathway (GO:0008543);innate immune response (GO:0045087);insulin receptor signaling pathway (GO:0008286);interleukin-4-mediated signaling pathway (GO:0035771);intracellular signal transduction (GO:0035556);JAK-STAT cascade involved in growth hormone signaling pathway (GO:0060397);MAPK cascade (GO:0000165);negative regulation of dendritic cell cytokine production (GO:0002731);negative regulation of FasL biosynthetic process (GO:0045221);negative regulation of interleukin-10 production (GO:0032693);negative regulation of interleukin-12 production (GO:0032695);negative regulation of T cell activation (GO:0050868);negative regulation of T-helper 1 cell differentiation (GO:0045626);negative regulation of thymocyte apoptotic process (GO:0070244);neurotrophin TRK receptor signaling pathway (GO:0048011);peptidyl-tyrosine autophosphorylation (GO:0038083);peptidyl-tyrosine phosphorylation (GO:0018108);positive regulation of activated T cell proliferation (GO:0042104);positive regulation of calcium ion transport (GO:0051928);positive regulation of cytosolic calcium ion concentration (GO:0007204);positive regulation of immune response (GO:0050778);positive regulation of T cell proliferation (GO:0042102);protein phosphorylation (GO:0006468);Ras protein signal transduction (GO:0007265);regulation of apoptotic process (GO:0042981);regulation of T cell apoptotic process (GO:0070232);response to interleukin-15 (GO:0070672);response to interleukin-2 (GO:0070669);response to interleukin-4 (GO:0070670);response to interleukin-9 (GO:0071104);small GTPase mediated signal transduction (GO:0007264);STAT protein import into nucleus (GO:0007262);T cell homeostasis (GO:0043029);transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169);tyrosine phosphorylation of STAT protein (GO:0007260);tyrosine phosphorylation of Stat5 protein (GO:0042506);vascular endothelial growth factor receptor signaling pathway (GO:0048010);","ATP binding (GO:0005524);hormone receptor binding (GO:0051427);non-membrane spanning protein tyrosine kinase activity (GO:0004715);protein phosphatase binding (GO:0019903);protein tyrosine kinase activity (GO:0004713);","cytoskeleton (GO:0005856);cytosol (GO:0005829);endomembrane system (GO:0012505);extrinsic component of cytoplasmic side of plasma membrane (GO:0031234);","3D-structure;Adaptive immunity;Alternative splicing;ATP-binding;Complete proteome;Cytoplasm;Disease mutation;Immunity;Innate immunity;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;Repeat;SCID;SH2 domain;Transferase;Tyrosine-protein kinase.;"
